


Per-Stroke Data:

Interval,Distance (GPS),Distance (IMP),Elapsed Time,Split (GPS),Speed (GPS),Split (IMP),Speed (IMP),Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Heart Rate,Power,Catch,Slip,Finish,Wash,Force Avg,Work,Force Max,Max Force Angle,GPS Lat.,GPS Lon.
(Interval),(Meters),(Meters),(HH:MM:SS.tenths),(/500),(M/S),(/500),(M/S),(SPM),(Strokes),(Meters),(Meters),(BPM),(Watts),(Degrees),(Degrees),(Degrees),(Degrees),(Newtons),(Joules),(Newtons),(Degrees),(Degrees),(Degrees)
1,3.1,0.0,00:00:02.3,00:04:01.5,2.07,00:00:00.0,0.00,26.0,1,3.1,0.0,---,---,---,---,---,---,---,---,---,---,43.6303077,-79.4325567
1,9.2,0.0,00:00:04.3,00:03:59.2,2.09,00:00:00.0,0.00,32.5,2,6.1,0.0,---,---,---,---,---,---,---,---,---,---,43.6303312,-79.4326252
1,15.7,0.0,00:00:06.0,00:02:32.0,3.29,00:00:00.0,0.00,34.0,3,6.4,0.0,---,---,---,---,---,---,---,---,---,---,43.6303559,-79.4326973
1,23.7,0.0,00:00:07.7,00:02:00.8,4.14,00:00:00.0,0.00,37.5,4,8.1,0.0,---,---,---,---,---,---,---,---,---,---,43.6303854,-79.4327888
1,30.9,0.0,00:00:09.1,00:01:46.8,4.68,00:00:00.0,0.00,37.5,5,7.1,0.0,---,---,---,---,---,---,---,---,---,---,43.6304126,-79.4328687
1,39.2,0.0,00:00:10.7,00:01:39.6,5.02,00:00:00.0,0.00,38.0,6,8.3,0.0,---,---,---,---,---,---,---,---,---,---,43.6304443,-79.4329625
1,47.7,0.0,00:00:12.3,00:01:35.6,5.23,00:00:00.0,0.00,39.0,7,8.5,0.0,---,---,---,---,---,---,---,---,---,---,43.6304757,-79.4330583
1,56.3,0.0,00:00:13.9,00:01:34.0,5.32,00:00:00.0,0.00,38.0,8,8.6,0.0,---,---,---,---,---,---,---,---,---,---,43.6305067,-79.4331560
1,64.0,0.0,00:00:15.3,00:01:33.1,5.37,00:00:00.0,0.00,39.5,9,7.7,0.0,---,---,---,---,---,---,---,---,---,---,43.6305347,-79.4332433
1,72.6,0.0,00:00:16.9,00:01:32.4,5.41,00:00:00.0,0.00,39.5,10,8.7,0.0,---,---,---,---,---,---,---,---,---,---,43.6305669,-79.4333413
1,81.4,0.0,00:00:18.5,00:01:31.9,5.44,00:00:00.0,0.00,38.5,11,8.7,0.0,---,---,---,---,---,---,---,---,---,---,43.6306019,-79.4334383
1,89.3,0.0,00:00:19.9,00:01:30.9,5.50,00:00:00.0,0.00,39.5,12,7.9,0.0,---,---,---,---,---,---,---,---,---,---,43.6306327,-79.4335266
1,98.0,0.0,00:00:21.5,00:01:30.9,5.50,00:00:00.0,0.00,39.0,13,8.8,0.0,---,---,---,---,---,---,---,---,---,---,43.6306659,-79.4336253
1,107.0,0.0,00:00:23.1,00:01:30.7,5.51,00:00:00.0,0.00,39.5,14,9.0,0.0,---,---,---,---,---,---,---,---,---,---,43.6307011,-79.4337251
1,115.0,0.0,00:00:24.5,00:01:29.6,5.58,00:00:00.0,0.00,38.0,15,8.0,0.0,---,---,---,---,---,---,---,---,---,---,43.6307340,-79.4338135
1,123.9,0.0,00:00:26.1,00:01:29.6,5.58,00:00:00.0,0.00,39.0,16,8.9,0.0,---,---,---,---,---,---,---,---,---,---,43.6307712,-79.4339115
1,132.8,0.0,00:00:27.7,00:01:29.8,5.57,00:00:00.0,0.00,38.0,17,8.9,0.0,---,---,---,---,---,---,---,---,---,---,43.6308086,-79.4340091
1,141.6,0.0,00:00:29.3,00:01:29.9,5.56,00:00:00.0,0.00,39.0,18,8.8,0.0,---,---,---,---,---,---,---,---,---,---,43.6308468,-79.4341053
1,149.5,0.0,00:00:30.7,00:01:30.7,5.51,00:00:00.0,0.00,38.0,19,7.9,0.0,---,---,---,---,---,---,---,---,---,---,43.6308795,-79.4341917
1,158.2,0.0,00:00:32.3,00:01:31.6,5.46,00:00:00.0,0.00,39.5,20,8.7,0.0,---,---,---,---,---,---,---,---,---,---,43.6309155,-79.4342881
1,167.0,0.0,00:00:33.9,00:01:31.9,5.44,00:00:00.0,0.00,37.5,21,8.7,0.0,---,---,---,---,---,---,---,---,---,---,43.6309519,-79.4343841
1,175.7,0.0,00:00:35.5,00:01:31.4,5.47,00:00:00.0,0.00,39.5,22,8.7,0.0,---,---,---,---,---,---,---,---,---,---,43.6309872,-79.4344810
1,184.4,0.0,00:00:37.1,00:01:31.7,5.45,00:00:00.0,0.00,37.5,23,8.7,0.0,---,---,---,---,---,---,---,---,---,---,43.6310218,-79.4345782
1,192.2,0.0,00:00:38.5,00:01:32.2,5.42,00:00:00.0,0.00,39.5,24,7.8,0.0,---,---,---,---,---,---,---,---,---,---,43.6310535,-79.4346643
1,201.0,0.0,00:00:40.1,00:01:32.1,5.43,00:00:00.0,0.00,37.5,25,8.8,0.0,---,---,---,---,---,---,---,---,---,---,43.6310883,-79.4347615
1,209.6,0.0,00:00:41.9,00:01:32.1,5.43,00:00:00.0,0.00,37.5,26,8.7,0.0,---,---,---,---,---,---,---,---,---,---,43.6311238,-79.4348574
1,218.4,0.0,00:00:43.3,00:01:32.1,5.43,00:00:00.0,0.00,39.5,27,8.8,0.0,---,---,---,---,---,---,---,---,---,---,43.6311601,-79.4349539
1,226.2,0.0,00:00:44.9,00:01:31.7,5.45,00:00:00.0,0.00,37.5,28,7.8,0.0,---,---,---,---,---,---,---,---,---,---,43.6311924,-79.4350396
1,234.8,0.0,00:00:46.3,00:01:31.1,5.49,00:00:00.0,0.00,37.5,29,8.6,0.0,---,---,---,---,---,---,---,---,---,---,43.6312280,-79.4351340
1,242.5,0.0,00:00:47.9,00:01:32.2,5.42,00:00:00.0,0.00,37.5,30,7.7,0.0,---,---,---,---,---,---,---,---,---,---,43.6312594,-79.4352191
1,251.8,0.0,00:00:49.5,00:01:32.2,5.42,00:00:00.0,0.00,38.0,31,9.3,0.0,---,---,---,---,---,---,---,---,---,---,43.6312980,-79.4353221
1,259.4,0.0,00:00:51.0,00:01:32.2,5.42,00:00:00.0,0.00,39.5,32,7.6,0.0,---,---,---,---,---,---,---,---,---,---,43.6313280,-79.4354068
1,268.5,0.0,00:00:52.7,00:01:33.1,5.37,00:00:00.0,0.00,37.5,33,9.1,0.0,---,---,---,---,---,---,---,---,---,---,43.6313636,-79.4355089
1,276.9,0.0,00:00:54.3,00:01:34.2,5.31,00:00:00.0,0.00,37.5,34,8.4,0.0,---,---,---,---,---,---,---,---,---,---,43.6313970,-79.4356017
1,284.4,0.0,00:00:55.7,00:01:34.7,5.28,00:00:00.0,0.00,38.0,35,7.5,0.0,---,---,---,---,---,---,---,---,---,---,43.6314273,-79.4356853
1,292.7,0.0,00:00:57.3,00:01:35.1,5.26,00:00:00.0,0.00,37.5,36,8.3,0.0,---,---,---,---,---,---,---,---,---,---,43.6314596,-79.4357785
1,301.0,0.0,00:00:58.9,00:01:36.3,5.19,00:00:00.0,0.00,37.5,37,8.2,0.0,---,---,---,---,---,---,---,---,---,---,43.6314901,-79.4358713
